id,type,title,relevance,image,location_type,coordinates,price,occupancy,description,
urn:ngsi-ld:PoI:125,PoI,Parque Lineal de Palomeras,4,,Point,"-3.647195,40.384307",0€,500,"El Parque Lineal de Palomeras es un espacio verde en el barrio de Puente de Vallecas, ideal para pasear, correr y disfrutar de la naturaleza.",
urn:ngsi-ld:PoI:126,PoI,Parque del Casino de la Reina,4,,Point,"-3.704481,40.406672",0€,300,"El Parque del Casino de la Reina es un parque urbano en el barrio de Lavapiés, conocido por su ambiente multicultural y sus áreas de juego.",
urn:ngsi-ld:PoI:127,PoI,Parque de Breogán,4,,Point,"-3.667576,40.436015",0€,300,"El Parque de Breogán es un espacio verde en el barrio de Chamartín, ideal para pasear, hacer deporte y disfrutar de actividades al aire libre.",
urn:ngsi-ld:PoI:128,PoI,Parque de la Cuña Verde de Latina,4,,Point,"-3.764741,40.388364",0€,800,"El Parque de la Cuña Verde de Latina es un gran espacio verde en el barrio de Latina, ideal para caminar, correr y disfrutar de la naturaleza.",
urn:ngsi-ld:PoI:129,PoI,Parque de la Peseta,4,,Point,"-3.758291,40.374814",0€,400,"El Parque de la Peseta es un espacio verde en el barrio de Carabanchel, conocido por su ambiente tranquilo y sus áreas de recreo.",
urn:ngsi-ld:PoI:130,PoI,Parque de Aluche,4,,Point,"-3.753082,40.389302",0€,500,"El Parque de Aluche es un gran espacio verde en el barrio de Aluche, con áreas de juego, pistas deportivas y un ambiente familiar.",
urn:ngsi-ld:PoI:131,PoI,Parque de la Bombilla,4,,Point,"-3.721177,40.431017",0€,400,"El Parque de la Bombilla es un espacio verde en el barrio de Argüelles, conocido por su cine de verano y su ambiente relajado.",
urn:ngsi-ld:PoI:132,PoI,Parque de San Isidro,4,,Point,"-3.735487,40.394548",0€,500,"El Parque de San Isidro es un espacio verde en el barrio de Carabanchel, conocido por albergar la famosa festividad de San Isidro, patrón de Madrid.",
urn:ngsi-ld:PoI:133,PoI,Parque Forestal de Valdebebas,4,,Point,"-3.634507,40.492572",0€,1000,"El Parque Forestal de Valdebebas es uno de los mayores parques de Madrid, con una gran variedad de flora y fauna, ideal para actividades al aire libre y disfrutar de la naturaleza.",
urn:ngsi-ld:PoI:134,PoI,Parque de Eva Duarte,4,,Point,"-3.675552,40.42962",0€,300,"El Parque de Eva Duarte, también conocido como Parque de Eva Perón, es un pequeño pero encantador espacio verde en el barrio de Salamanca, ideal para pasear y relajarse.",
urn:ngsi-ld:PoI:135,PoI,Parque de las Cataratas,4,,Point,"-3.765337,40.386759",0€,300,"El Parque de las Cataratas es un espacio verde en el barrio de Latina, conocido por su fuente y cascada artificial, ideal para relajarse y disfrutar del entorno.",
urn:ngsi-ld:PoI:137,PoI,Parque de San Blas,4,,Point,"-3.611265,40.43572",0€,400,"El Parque de San Blas es un espacio verde en el barrio de San Blas, ideal para pasear, hacer deporte y disfrutar del aire libre.",
urn:ngsi-ld:PoI:138,PoI,Parque de Canillejas,4,,Point,"-3.60771,40.447759",0€,300,"El Parque de Canillejas es un espacio verde en el barrio de Canillejas, conocido por sus áreas de juego y su ambiente familiar.",
urn:ngsi-ld:PoI:139,PoI,Parque del Lago,4,,Point,"-3.729774,40.406593",0€,500,"El Parque del Lago es un espacio verde en el barrio de Latina, conocido por su lago artificial y sus áreas de recreo, ideal para disfrutar de un día al aire libre.",
urn:ngsi-ld:PoI:140,PoI,Parque de Entrevías,4,,Point,"-3.667234,40.377543",0€,400,"El Parque de Entrevías es un espacio verde en el barrio de Puente de Vallecas, conocido por sus áreas deportivas y su ambiente tranquilo.",
urn:ngsi-ld:PoI:141,PoI,Parque de la Dehesa de la Villa,4,,Point,"-3.724123,40.457923",0€,600,"El Parque de la Dehesa de la Villa es un gran espacio verde en el barrio de Moncloa-Aravaca, ideal para caminar, correr y disfrutar de la naturaleza.",
urn:ngsi-ld:PoI:151,PoI,Parque de Valdebernardo,4,,Point,"-3.608258,40.397381",0€,400,"El Parque de Valdebernardo es un espacio verde en el barrio de Vicálvaro, ideal para pasear, hacer deporte y disfrutar de actividades al aire libre.",
urn:ngsi-ld:PoI:153,PoI,Parque de la Cuña Verde de O'Donnell,4,,Point,"-3.653496,40.407482",0€,500,"El Parque de la Cuña Verde de O'Donnell es un gran espacio verde en el barrio de Moratalaz, ideal para actividades recreativas y disfrutar del aire libre.",
urn:ngsi-ld:PoI:154,PoI,Parque del Cerro Almodóvar,4,,Point,"-3.60189,40.391268",0€,300,"El Parque del Cerro Almodóvar es un espacio verde en el barrio de Vicálvaro, conocido por sus senderos y sus vistas panorámicas de la ciudad.",
urn:ngsi-ld:PoI:156,PoI,Parque de las Cruces,4,,Point,"-3.759203,40.376569",0€,500,"El Parque de las Cruces es un gran espacio verde en el barrio de Carabanchel, ideal para actividades recreativas y disfrutar del aire libre.",
urn:ngsi-ld:PoI:157,PoI,Parque de la Cuña Verde de Vicálvaro,4,,Point,"-3.61221,40.392556",0€,400,"El Parque de la Cuña Verde de Vicálvaro es un gran espacio verde en el barrio de Vicálvaro, ideal para pasear, hacer deporte y disfrutar de la naturaleza.",
urn:ngsi-ld:PoI:158,PoI,Parque de los Pinos,4,,Point,"-3.665147,40.473543",0€,300,"El Parque de los Pinos es un espacio verde en el barrio de Fuencarral, conocido por sus áreas de juego y su ambiente tranquilo.",
urn:ngsi-ld:PoI:159,PoI,Parque del Paraíso,4,,Point,"-3.624898,40.432917",0€,500,"El Parque del Paraíso es un gran espacio verde en el barrio de San Blas, ideal para actividades recreativas y disfrutar del aire libre.",
urn:ngsi-ld:PoI:160,PoI,Parque Regional del Curso Medio del Río Guadarrama,5,,Point,"-3.903591,40.470407",0€,500,Un área natural protegida ideal para senderismo y actividades al aire libre.,
urn:ngsi-ld:PoI:161,PoI,Parque del Manzanares,4,,Point,"-3.706567,40.377934",0€,800,"El Parque del Manzanares es un gran espacio verde que sigue el curso del río Manzanares, ideal para caminar, correr y disfrutar de la naturaleza.",
urn:ngsi-ld:PoI:162,PoI,Parque de las Avenidas,4,,Point,"-3.654325,40.437496",0€,300,"El Parque de las Avenidas es un espacio verde en el barrio de Guindalera, ideal para pasear, hacer deporte y disfrutar del aire libre.",
urn:ngsi-ld:PoI:163,PoI,Parque Forestal Adolfo Suárez,5,,Point,"-3.817312,40.450405",0€,300,Un amplio parque con zonas verdes y senderos.,
urn:ngsi-ld:PoI:164,PoI,Ciudad de la Imagen,5,,Point,"-3.800924,40.441317",0€,400,Una zona con cines, restaurantes y espacios de ocio.
urn:ngsi-ld:PoI:165,PoI,Parque de Las Presillas,5,,Point,"-3.833965,40.350322",0€,200,Un parque con zonas recreativas y espacios verdes.,
urn:ngsi-ld:PoI:167,PoI,Centro Comercial TresAguas,5,,Point,"-3.831529,40.346626",0€,500,Un gran centro comercial con numerosas tiendas, restaurantes y opciones de entretenimiento.
urn:ngsi-ld:PoI:168,PoI,Castillo de Villaviciosa de Odón,5,,Point,"-3.900140,40.359097",0€,100,Un castillo histórico con visitas guiadas.,
urn:ngsi-ld:PoI:169,PoI,Parque El Forestal,5,,Point,"-3.903091,40.359732",0€,300,Un parque natural para paseos y actividades al aire libre.,
urn:ngsi-ld:PoI:170,PoI,Montepríncipe,5,,Point,"-3.844540,40.375260",0€,400,Con una combinación de residencias, colegios y centros médicos.
urn:ngsi-ld:PoI:171,PoI,Urbanizaciones Noroeste y Viñas Viejas,5,,Point,"-3.854540,40.385260",0€,400,Áreas residenciales con amplias zonas verdes y servicios comunitarios.,
urn:ngsi-ld:PoI:172,PoI,Carretera de San Martín,5,,Point,"-3.861295,40.371987",0€,500,Importante vía de comunicación que conecta estos municipios con el centro de Madrid.,
urn:ngsi-ld:PoI:174,PoI,Autovía del Suroeste,5,,Point,"-3.857264,40.368780",0€,500,Importante vía de comunicación que conecta estos municipios con el centro de Madrid y otras áreas metropolitanas.,
urn:ngsi-ld:PoI:185,PoI,Parque de las Avenidas,3,,Point,"-3.654325,40.437496",0€,300,"El Parque de las Avenidas es un espacio verde en el barrio de Guindalera, ideal para pasear, hacer deporte y disfrutar del aire libre.",
urn:ngsi-ld:PoI:192,PoI,Parque de la Quinta de los Molinos,4,,Point,"-3.63026,40.445301",0€,300,El Parque Quinta de los Molinos es un hermoso parque que destaca por sus almendros en flor en primavera. Es un lugar ideal para pasear y disfrutar de la naturaleza.,
urn:ngsi-ld:PoI:193,PoI,Parque de El Capricho,4,,Point,"-3.607167,40.463455",0€,300,"El Parque de El Capricho es un jardín histórico situado en el barrio de Alameda de Osuna. Es uno de los parques más bellos de Madrid, con una gran variedad de árboles, flores y estructuras arquitectónicas.",
urn:ngsi-ld:PoI:196,PoI,Parque de Berlín,4,,Point,"-3.674305,40.450933",0€,400,"El Parque de Berlín es un parque urbano en el barrio de Chamartín, conocido por su monumento al Muro de Berlín y su ambiente tranquilo.",
urn:ngsi-ld:PoI:197,PoI,Parque de las Avenidas,4,,Point,"-3.654325,40.437496",0€,300,"El Parque de las Avenidas es un espacio verde en el barrio de Guindalera, ideal para pasear, hacer deporte y disfrutar del aire libre.",
urn:ngsi-ld:PoI:198,PoI,Parque del Oeste,3,,Point,"-3.722717,40.432092",0€,1000,"El Parque del Oeste es uno de los parques más grandes de Madrid, conocido por sus jardines, sus senderos y el Templo de Debod.",
urn:ngsi-ld:PoI:199,PoI,Parque Lineal del Manzanares,4,,Point,"-3.70533,40.36922",0€,800,"El Parque Lineal del Manzanares es un gran espacio verde que sigue el curso del río Manzanares, ideal para caminar, correr y disfrutar de la naturaleza.",
